Environment Management Training,Emissions Trading,e-Waste Reduction Initiatives,VOC Emissions Reduction Initiatives,Value - Emission Reduction/Environmental Expenditures,Emission Reduction Objectives/Targets Emissions Reduction,Environmental Partnerships,Environmental Investments Initiatives,Resource Efficiency Processes/Policy Energy Efficiency,Renewable Energy Use,Biodiversity Impact Reduction,Employee Resource Groups,EMPLOYEES NUMBER,Product Responsibility Processes/Policy Customer Health & Safety,Value - Human Rights/Policy,Human Rights Suppliers,Human Rights Processes/Policy Child Labor,Human Rights Processes/Policy Forced Labor,Product Responsibility Score,Product Responsibility Monitoring,Product Recall,Balanced Board Structure Policy Elements/Policy Board Independence,Value - Board Structure/Background and Skills,Value - Board Functions/Policy,Value - Board Structure/Board Diversity,Board Size,Value - Board Structure/Specific Skills,Balanced Board Structure Policy Elements/Policy Board Size,Value - Board Functions/Audit Committee Expertise,Different Share classes different rights,Limited Shareholder Rights to Call Meetings,Value - Shareholder Rights/Policy,Community Reputation Code of Conduct/Policy Bribery and Corruption,Executive Members Gender Diversity,CSR Sustainability Reporting,CEO Board Member,Value - Board Structure/Independent Board Members,CURRENT EV / 12M FWD SALES,SALES PER SHARE,FY1 EPS MEAN EST,Market,Type,ESG Controversies Score,ESG_Rating
0,0,0,0,1,1,1,0,1,1,0,0,16600.0,0,1,1,1,1,32.58,0,0,0,0,1,40.0,10.0,50.0,1,1,0,1,1,1,11.11,1,1,30.0,0.315,233.393,493.273,United Kingdom,DCC,100.0,C
1,0,0,0,1,1,1,1,1,1,1,1,30092.0,1,1,1,1,1,96.82,1,0,1,0,0,72.73,11.0,41.67,1,1,0,1,1,1,53.85,1,1,66.67,4.575,7.209,1.8,United Kingdom,DGE,22.5,B
1,0,0,0,0,1,1,0,1,1,1,0,2824.0,0,1,1,1,1,77.36,1,0,1,0,0,40.0,10.0,40.0,1,1,1,0,1,1,25.0,1,0,40.0,6.665,21.814,3.857,Denmark,DK:ALK,100.0,B
0,0,0,0,0,1,1,0,1,1,0,0,4616.0,0,1,1,1,1,38.42,0,0,1,0,0,30.0,10.0,20.0,1,1,1,0,1,1,28.57,1,0,70.0,5.837,18.332,1.882,Denmark,DK:AMB,100.0,B
1,0,0,0,0,1,1,0,1,1,1,1,31044.0,1,1,1,1,1,70.91,1,0,1,0,0,38.46,13.0,20.0,1,1,1,0,1,1,14.29,1,0,33.33,1.734,540.712,53.012,Denmark,DK:CAB,27.5,A
1,0,0,1,0,1,1,0,1,1,0,1,15692.0,1,1,1,1,1,83.92,0,0,1,0,0,33.33,9.0,33.33,1,1,1,0,1,1,12.5,1,0,44.44,7.975,113.742,23.047,Denmark,DK:COL,100.0,B
0,1,1,0,0,1,1,0,1,1,0,1,20021.0,0,1,1,1,1,27.07,0,0,0,0,0,61.54,13.0,0.0,1,0,0,0,1,1,22.22,1,0,50.0,23.001,172.348,26.229,Denmark,DK:DAB,17.74,B
0,1,0,0,1,1,1,1,1,1,1,0,8905.0,0,1,1,1,1,14.11,0,0,1,0,0,42.86,14.0,28.57,1,1,0,0,1,1,20.0,1,0,50.0,2.563,188.6,19.35,Denmark,DK:DEN,76.25,B
1,0,0,0,0,1,1,0,1,1,1,0,105909.0,0,1,1,1,1,21.1,0,0,1,0,1,33.33,9.0,44.44,1,1,1,0,1,1,29.41,1,0,66.67,0.638,20879.072,246.443,Denmark,DK:DSB,26.0,B
0,0,0,0,0,1,1,0,1,1,0,0,73577.0,0,1,1,1,1,73.12,0,0,1,0,0,37.5,8.0,44.44,1,1,0,0,1,1,0.0,1,1,88.89,1.832,706.193,55.369,Denmark,DK:DSV,100.0,A
1,0,0,0,0,1,1,0,1,1,0,0,9377.0,0,1,1,1,1,59.65,0,0,1,0,0,33.33,9.0,22.22,1,1,0,0,1,1,22.22,1,0,44.44,0.999,424.88,20.804,Denmark,DK:FLB,100.0,B
1,0,1,0,0,1,0,0,1,1,1,1,2204.0,0,1,1,1,1,68.15,0,0,1,0,1,44.44,9.0,77.78,1,1,0,0,1,1,37.5,1,0,55.56,4.16,252.244,82.862,Denmark,DK:GEN,100.0,A
0,0,1,0,0,1,0,0,1,1,0,1,7165.0,1,1,1,1,1,87.74,1,0,1,0,0,42.86,7.0,20.0,1,1,0,1,1,1,20.0,1,0,60.0,1.822,130.47,8.057,Denmark,DK:GSN,100.0,B
1,0,0,0,0,1,0,0,1,1,0,0,352749.0,0,1,1,1,1,66.47,0,0,1,0,0,55.56,9.0,25.0,1,1,0,1,1,1,30.77,1,0,66.67,0.404,424.536,14.472,Denmark,DK:ISS,100.0,B
1,0,1,0,0,1,1,0,1,1,0,0,3956.0,0,1,1,0,0,26.23,0,0,1,0,0,33.33,9.0,22.22,1,1,0,0,1,1,0.0,1,0,55.56,33.653,461.695,78.814,Denmark,DK:JYS,76.76,C
1,0,0,0,0,1,0,0,1,1,1,0,4473.0,0,1,1,1,1,56.72,0,0,1,0,0,11.11,9.0,22.22,1,1,0,0,1,1,0.0,1,0,44.44,1.245,381.784,5.313,Denmark,DK:NKT,100.0,B
0,0,0,0,0,1,0,0,1,1,0,1,63370.0,1,1,1,1,1,96.24,1,0,1,0,0,50.0,12.0,53.85,1,1,1,0,1,1,16.67,1,0,46.15,12.521,51.812,22.982,Denmark,DK:NON,45.65,A
0,0,0,0,1,1,1,1,1,1,1,1,6756.0,1,1,1,1,1,87.88,1,0,1,0,0,30.0,10.0,18.18,1,1,1,0,1,1,50.0,1,0,45.45,7.356,64.609,11.87,Denmark,DK:NZY,100.0,B
1,0,0,0,0,1,1,0,1,1,0,1,27480.0,0,1,1,1,1,82.65,0,0,1,0,0,42.86,7.0,28.57,1,1,0,0,1,1,12.5,1,0,100.0,3.181,329.428,64.713,Denmark,DK:PND,100.0,B
1,0,0,0,1,1,1,1,1,1,1,0,3984.0,1,1,1,1,1,69.55,0,0,1,0,0,22.22,9.0,11.11,1,0,0,0,1,1,0.0,1,0,66.67,2.207,260.173,26.577,Denmark,DK:RBR,100.0,B
1,0,0,0,0,1,0,0,1,1,0,0,661.0,0,1,1,1,1,26.23,0,0,1,0,0,38.46,13.0,0.0,1,0,0,1,1,1,0.0,1,0,56.25,8.356,176.803,88.9,Denmark,DK:RIL,100.0,C
1,0,0,0,1,1,1,1,0,0,0,0,11993.0,0,1,1,1,1,16.67,0,0,1,0,0,44.44,9.0,40.0,1,1,1,0,1,1,11.11,1,0,60.0,2.102,1250.537,23.28,Denmark,DK:ROC,100.0,B
0,0,1,0,0,1,0,0,1,1,0,0,2029.0,0,1,0,1,1,27.07,0,0,1,0,0,33.33,12.0,0.0,1,0,0,0,1,1,18.92,1,0,61.54,4.929,155.249,57.97,Denmark,DK:SYD,75.81,C
1,0,0,0,0,1,1,0,1,1,0,1,6805.0,0,1,1,1,1,68.39,0,0,1,0,0,40.0,17.0,27.78,1,1,0,0,1,1,25.0,1,0,44.44,2.725,61.122,8.564,Denmark,DK:TRY,100.0,B
1,0,0,1,0,1,1,0,1,1,1,1,30586.0,0,1,1,1,1,94.08,1,0,1,0,0,33.33,12.0,28.57,1,1,0,0,1,1,11.11,1,0,57.14,1.107,113.888,0.488,Denmark,DK:VEW,47.5,B
0,0,0,0,0,1,0,0,1,1,0,1,21623.0,0,1,1,1,1,38.42,0,0,1,0,0,44.44,9.0,30.0,1,1,0,0,1,1,0.0,1,0,30.0,3.2,100.583,13.098,Denmark,DK:WDH,100.0,B
1,0,0,0,0,0,0,0,1,1,0,0,253.0,0,1,1,0,0,72.13,0,0,1,0,0,36.36,11.0,36.36,1,1,0,1,1,1,33.33,1,0,54.55,109.831,6.058,-11.563,Denmark,DK:ZEA,100.0,B
0,0,0,0,1,1,1,1,1,1,1,0,10131.0,0,1,1,1,1,32.84,0,0,0,0,1,25.0,12.0,69.23,1,1,0,1,1,1,22.22,1,1,76.92,0.472,2.862,12.259,United Kingdom,DLG,72.22,B
1,0,1,0,1,1,1,1,1,1,0,0,199.0,0,1,1,1,1,36.72,0,0,0,0,0,50.0,10.0,63.64,1,1,0,1,1,1,33.33,1,1,54.55,17.249,2.379,104.81,United Kingdom,DLN,100.0,B
0,0,0,0,0,1,0,0,1,1,0,0,3319.0,0,1,1,1,1,6.88,0,0,0,0,0,37.5,8.0,62.5,1,1,0,1,1,1,0.0,1,1,62.5,4.143,9.256,144.626,United Kingdom,DPLM,100.0,C
1,0,0,0,1,1,1,1,1,1,1,0,3551.0,0,1,1,1,1,14.11,0,0,0,0,0,44.44,9.0,55.56,1,1,0,1,1,1,0.0,1,1,77.78,0.45,19.915,119.107,United Kingdom,DRX,41.25,B
1,0,0,0,1,1,1,0,1,1,1,0,133890.0,0,1,1,1,1,90.16,0,0,1,0,0,40.0,15.0,35.29,1,0,0,0,1,1,15.63,1,1,47.06,0.279,132.004,2.644,Spain,E:ACS,100.0,A
1,0,0,0,1,1,1,1,1,1,1,0,10111.0,0,1,1,1,1,67.58,0,0,1,0,1,52.94,17.0,42.86,1,1,0,0,1,1,50.0,1,1,33.33,5.57,33.599,12.466,Spain,E:AENA,72.73,B
1,1,0,0,0,1,1,0,1,1,0,1,18629.0,0,1,1,1,1,80.23,0,0,1,0,0,45.45,11.0,21.43,1,1,0,0,1,1,16.67,1,1,85.71,4.52,12.161,2.868,Spain,E:AMS,100.0,A
1,0,1,0,1,1,1,1,1,1,1,0,57843.0,1,1,1,1,1,99.02,0,0,1,0,0,38.46,13.0,35.71,1,1,0,0,1,1,25.0,1,1,71.43,0.782,311.034,6.442,Spain,E:ANA,100.0,A
1,1,1,0,1,1,1,0,1,1,0,1,121486.0,0,1,1,1,1,71.51,0,0,1,0,1,40.0,15.0,56.25,1,1,0,0,1,1,25.0,1,1,68.75,3.614,10.707,1.541,Spain,E:BBVA,46.22,A
1,1,1,0,0,1,0,0,1,1,0,0,6541.0,0,1,1,1,1,27.07,0,0,1,0,1,45.45,11.0,36.36,1,1,0,0,1,1,36.36,1,1,54.55,9.836,5.068,1.045,Spain,E:BKT,100.0,A
1,1,1,0,0,1,1,0,1,1,0,0,19316.0,0,1,1,1,1,96.35,0,0,1,0,1,33.33,15.0,50.0,1,1,1,0,1,1,23.08,1,1,68.75,5.591,1.944,0.284,Spain,E:BSAB,28.38,A
1,1,1,0,0,1,1,0,1,1,0,0,44863.0,0,1,1,1,1,91.42,0,0,1,0,0,40.0,15.0,37.5,1,1,0,0,1,1,15.0,1,1,62.5,5.059,3.524,0.746,Spain,E:CABK,76.76,A
1,1,1,0,1,1,1,1,1,1,1,0,2852.0,1,1,1,1,1,66.75,0,0,1,0,0,54.55,11.0,33.33,1,0,0,0,1,1,18.18,1,1,75.0,10.631,6.055,-0.303,Spain,E:CLNX,78.85,B
1,1,0,0,1,1,1,1,1,1,1,0,6907.0,1,1,1,1,1,92.11,0,0,1,0,1,25.0,12.0,23.08,1,1,0,0,1,1,0.0,1,1,38.46,1.604,23.54,1.891,Spain,E:CTG,68.75,A
1,1,1,0,1,1,1,1,1,1,1,0,9035.0,1,1,1,1,1,98.98,0,0,1,0,1,41.67,12.0,40.0,1,1,0,0,1,1,11.76,1,1,46.67,1.227,24.053,1.625,Spain,E:ELE,31.25,A
1,1,0,1,1,1,1,1,1,1,1,0,1312.0,1,1,1,1,1,96.57,0,0,1,0,0,40.0,15.0,25.0,1,1,0,1,1,1,33.33,1,1,75.0,7.978,3.474,0.448,Spain,E:ENAG,100.0,A
1,0,0,0,0,1,1,0,1,1,1,0,24799.0,1,1,1,1,1,98.63,1,0,1,0,0,33.33,12.0,41.67,1,1,0,0,1,1,9.09,1,1,66.67,4.103,11.595,0.737,Netherlands,E:FERC,64.29,A
1,0,1,0,0,1,1,0,1,1,1,1,41448.0,1,1,1,1,1,95.71,0,0,1,0,0,42.86,14.0,21.43,1,1,0,0,1,1,23.08,1,1,71.43,2.862,7.325,0.833,Spain,E:IBE,24.11,B
1,0,0,0,0,1,1,1,1,1,1,0,161281.0,1,1,1,1,1,97.77,1,0,1,0,0,45.45,11.0,41.67,1,1,0,0,1,1,30.77,1,1,50.0,3.581,11.548,1.918,Spain,E:IND,20.0,A
0,0,0,0,1,1,0,0,1,1,0,0,266.0,0,1,0,1,1,77.41,0,0,1,0,0,38.46,13.0,46.15,1,1,0,1,1,1,14.29,1,1,53.85,19.366,0.992,0.58,Spain,E:MRLN,100.0,B
1,0,1,0,1,1,1,1,1,1,1,1,23744.0,1,1,1,1,1,86.65,1,0,0,0,0,33.33,12.0,35.71,1,0,0,0,1,1,20.0,1,1,64.29,2.527,9.698,0.68,Spain,E:PROB,64.08,B
1,0,0,0,1,1,1,1,1,1,1,0,2477.0,0,1,1,1,1,70.75,0,0,1,0,1,50.0,12.0,30.77,1,1,0,0,1,1,42.86,1,1,53.85,7.514,3.825,0.931,Spain,E:REE,100.0,A
1,1,0,1,1,1,1,1,1,1,1,0,25059.0,1,1,1,1,1,97.09,1,0,1,0,0,33.33,15.0,40.0,1,1,0,0,1,1,14.29,1,1,66.67,0.372,51.248,3.034,Spain,E:REP,14.12,A
1,1,0,0,0,1,1,0,1,1,0,1,208515.0,0,1,1,1,1,92.17,1,0,1,0,1,40.0,15.0,37.5,1,1,0,0,1,1,25.0,1,1,62.5,4.509,7.812,0.743,Spain,E:SAN,19.46,A
1,1,1,0,1,1,1,1,1,1,1,1,104142.0,1,1,1,1,1,94.76,1,0,1,0,1,40.0,15.0,29.41,1,1,0,0,1,1,0.0,1,1,64.71,1.763,7.172,0.306,Spain,E:TEF,25.86,B
0,0,0,0,1,1,1,1,1,1,0,0,4976.0,1,1,1,1,0,78.4,0,0,0,0,0,36.36,11.0,0.0,1,0,0,0,1,1,6.25,1,0,38.46,2.264,48.337,7.976,Spain,E:VID,100.0,C
1,1,0,0,1,1,0,1,1,1,0,0,5332.0,1,1,1,1,1,93.21,1,0,1,0,0,36.36,11.0,14.29,1,1,0,0,1,1,11.11,1,1,57.14,2.341,25.861,3.387,Spain,E:VIS,100.0,B
1,0,0,0,0,1,1,0,1,1,0,1,1790.0,0,1,1,1,1,42.99,0,0,0,0,1,50.0,10.0,50.0,1,1,0,1,1,1,37.5,1,1,83.33,2.223,0.83,0.369,United Kingdom,EMG,100.0,A
0,0,0,0,1,1,0,1,1,1,0,0,23650.0,1,1,1,1,1,92.52,1,0,1,0,1,36.36,11.0,50.0,1,1,0,1,1,1,33.33,1,1,66.67,1.5,8.923,28.922,United Kingdom,ENT,29.37,A
1,0,0,0,0,1,0,0,1,1,0,1,22813.0,0,1,1,1,1,26.13,0,0,0,0,1,36.36,11.0,58.33,1,1,0,1,1,1,0.0,1,1,66.67,6.237,6.182,1.579,United Kingdom,EXPN,35.71,B
1,1,0,0,0,1,1,0,1,1,0,0,15937.0,1,1,1,1,1,60.68,0,0,0,0,0,33.33,12.0,53.85,0,1,0,1,1,1,30.0,1,1,76.92,0.342,10.88,61.963,United Kingdom,EZJ,18.09,B
1,0,0,0,0,1,1,0,1,1,1,1,223279.0,1,1,1,1,1,94.89,1,0,1,0,1,58.33,12.0,20.0,1,0,1,1,1,0,31.58,1,1,46.67,2.226,19.147,2.227,France,F:AC,57.14,A
1,0,0,0,0,1,1,0,1,1,1,0,28174.0,0,1,1,1,1,57.87,0,0,1,0,1,44.44,18.0,13.64,1,1,0,1,1,1,25.0,1,1,22.73,3.209,55.697,5.341,France,F:ADP,27.78,B
1,1,1,0,1,1,1,1,1,1,1,0,67778.0,1,1,1,1,1,82.29,0,0,0,0,1,50.0,12.0,42.86,1,1,0,1,1,1,26.67,1,1,71.43,3.847,48.07,6.232,France,F:AIR,70.54,A
1,0,0,1,0,1,1,0,1,1,1,1,147893.0,1,1,1,1,1,81.74,0,0,1,0,1,33.33,12.0,33.33,1,1,0,1,1,1,21.43,1,1,91.67,1.427,82.977,5.326,France,F:AIRS,19.7,A
1,0,0,1,1,1,1,1,1,1,1,0,20946.0,1,1,1,1,1,91.13,1,0,1,0,1,50.0,14.0,25.0,1,1,1,1,1,1,9.09,1,1,56.25,0.951,127.453,9.026,France,F:AKE,34.75,A
1,0,0,1,1,1,1,1,1,1,1,1,84748.0,1,1,1,1,1,70.95,0,0,1,0,0,41.67,12.0,42.86,1,1,0,1,1,1,16.67,1,1,64.29,0.551,43.383,1.447,France,F:ALOT,100.0,A
1,0,1,0,0,1,1,0,1,1,1,0,57000.0,0,1,1,1,1,78.0,0,0,1,0,0,44.44,9.0,40.0,1,1,1,1,1,1,0.0,1,1,50.0,0.822,118.675,7.457,France,F:ALTE,100.0,B
1,0,0,1,0,1,0,0,1,0,1,0,13533.0,1,1,1,1,1,82.59,0,0,1,0,0,37.5,8.0,37.5,0,1,0,0,1,1,6.67,1,1,37.5,1.168,59.374,12.176,France,F:AM@F,84.62,B
1,0,1,0,1,1,0,1,1,1,1,0,5476.0,0,1,1,0,0,42.71,0,0,0,0,0,50.0,14.0,29.41,0,1,0,1,1,1,36.36,1,0,29.41,8.378,28.395,6.533,France,F:AMUN,100.0,B
1,0,0,1,0,1,1,0,1,1,1,0,153462.0,1,1,1,1,1,99.05,1,0,1,0,1,35.71,14.0,35.29,1,1,1,1,1,1,16.67,1,1,70.59,0.368,138.255,1.834,France,F:BERT,100.0,B
1,0,1,0,0,1,1,0,1,1,1,0,14651.0,1,1,1,1,1,90.68,1,0,0,0,0,37.5,8.0,33.33,1,0,0,1,1,1,20.0,1,1,55.56,2.997,31.136,3.966,France,F:BIM,100.0,B
1,1,0,0,1,1,1,0,1,1,0,1,182656.0,0,1,1,1,1,98.89,0,0,1,0,1,53.33,15.0,31.25,1,1,0,1,1,1,33.33,1,1,68.75,1.956,91.694,9.523,France,F:BNP,11.29,A
1,1,0,0,1,1,1,1,1,1,1,0,88843.0,1,1,1,1,1,98.59,1,0,0,0,1,45.45,11.0,69.23,1,1,1,0,1,1,20.0,1,1,76.92,1.899,43.085,3.538,France,F:BSN,20.0,A
1,0,0,0,0,1,1,0,1,1,1,0,81511.0,0,1,1,1,1,91.47,0,0,1,0,0,41.67,12.0,71.43,1,1,1,1,1,1,35.71,1,0,64.29,2.307,12.953,1.373,France,F:BVI,100.0,A
1,0,1,0,0,1,1,1,1,1,0,1,340443.0,0,1,1,1,1,80.23,0,0,1,0,0,40.0,17.0,35.29,1,1,0,1,1,1,23.53,1,1,64.71,1.525,131.438,11.905,France,F:CAP,56.67,B
1,0,0,0,1,1,1,1,1,1,1,1,213268.0,1,1,1,1,1,96.26,1,0,1,0,0,44.44,9.0,40.0,1,0,1,1,1,1,0.0,1,1,40.0,2.43,477.539,7.309,France,F:CDI,15.22,B
1,0,1,0,1,0,1,1,1,1,1,0,75125.0,0,1,1,1,1,73.79,0,0,1,0,1,41.67,28.0,25.0,1,1,0,1,1,1,18.64,1,0,28.57,9.242,31.754,1.986,France,F:CRDA,27.23,B
1,0,1,0,1,1,1,1,1,1,1,0,305309.0,1,1,1,1,1,86.9,1,1,1,0,1,46.67,15.0,13.33,1,1,1,1,1,1,29.41,1,1,53.33,0.279,118.89,1.834,France,F:CRFR,29.69,A
1,0,0,0,0,1,1,0,1,1,1,1,81060.0,0,1,1,1,1,46.88,0,0,0,0,0,50.0,16.0,35.29,1,1,1,1,0,1,20.0,1,1,23.53,1.687,88.383,8.607,France,F:CSF,57.69,B
1,0,0,0,1,1,1,1,1,1,1,0,279426.0,0,1,1,1,1,0.0,0,0,0,0,1,46.67,18.0,44.44,1,1,0,1,1,1,21.88,1,1,50.0,1.127,122.524,8.466,France,F:DG@F,4.76,A
1,0,1,0,0,1,1,0,1,1,0,0,10662.0,1,1,1,1,1,91.24,1,0,1,0,0,50.0,8.0,37.5,1,1,1,1,1,1,0.0,1,1,37.5,6.896,30.116,3.595,France,F:DIM,100.0,B
1,0,1,0,0,1,1,0,1,1,0,0,23800.0,1,1,1,1,1,97.73,0,0,0,0,0,41.67,12.0,25.0,0,1,1,1,1,1,26.67,1,1,41.67,7.084,4.525,1.283,France,F:DSY,100.0,B
1,0,1,1,1,1,1,0,1,1,1,0,11233.0,1,1,0,1,1,94.51,0,0,1,0,0,50.0,12.0,28.57,1,1,0,0,1,1,9.09,1,1,71.43,2.624,10.095,2.087,France,F:EDEN,100.0,A
1,0,0,0,0,1,1,0,1,1,0,1,191706.0,1,1,1,1,1,55.47,0,0,1,0,0,42.86,14.0,21.43,1,0,0,0,1,1,0.0,1,1,50.0,3.915,56.677,6.978,France,F:EI,84.29,B
1,0,1,0,0,1,1,0,1,1,1,0,54892.0,0,1,1,1,1,85.74,0,0,1,0,1,41.67,12.0,15.38,1,1,1,1,0,1,18.18,1,0,53.85,1.88,18.486,1.843,France,F:ELIS,100.0,A
1,1,0,0,1,1,1,1,1,1,1,1,97297.0,0,1,1,1,1,69.51,0,0,0,0,1,56.25,16.0,16.67,1,1,0,0,1,1,44.44,1,1,38.89,0.872,34.09,2.077,France,F:ENGI,20.59,A
1,0,1,1,0,1,1,0,1,1,1,0,201405.0,1,1,1,1,1,97.24,1,0,1,0,0,57.14,14.0,50.0,1,1,1,1,1,1,7.69,1,0,35.71,0.401,149.082,2.961,France,F:ENT,15.38,A
1,0,1,0,0,1,1,0,1,1,0,1,2297.0,0,1,1,1,1,42.71,0,0,0,0,1,40.0,10.0,30.0,1,1,0,1,1,1,27.27,1,0,70.0,7.012,13.95,6.17,France,F:ENX,74.19,B
1,0,1,0,1,1,1,1,0,1,1,0,445.0,0,1,1,1,1,42.99,0,0,0,0,1,38.46,13.0,29.41,1,1,1,1,0,1,26.67,1,0,47.06,15.097,4.887,3.37,France,F:ERF,100.0,B
1,1,1,0,0,1,1,1,1,1,1,1,61798.0,0,1,1,1,1,68.75,0,0,1,0,1,50.0,8.0,62.5,1,1,0,1,1,1,33.33,1,1,62.5,1.848,33.772,3.12,France,F:EUF,85.9,A
1,1,1,0,0,1,1,0,1,1,0,1,39200.0,1,1,1,1,1,91.41,0,0,1,0,1,57.14,14.0,26.67,1,0,0,1,1,1,38.46,1,0,40.0,0.914,10.258,0.806,France,F:EX@F,74.44,A
1,1,1,0,1,1,1,1,1,1,1,0,78784.0,1,1,1,1,1,93.95,0,0,1,0,0,41.67,12.0,41.67,1,1,0,1,1,1,12.5,1,1,41.67,0.922,235.317,10.874,France,F:FGR,100.0,A
1,1,0,1,1,1,1,1,1,1,1,1,102579.0,1,1,1,1,1,85.66,0,0,1,0,0,42.86,15.0,33.33,1,1,1,1,1,1,25.0,1,1,60.0,0.802,83.722,8.917,France,F:FP,6.47,A
1,0,0,1,1,1,1,1,1,1,1,0,112700.0,1,1,1,1,1,58.17,0,0,1,0,1,33.33,15.0,33.33,1,1,1,1,1,1,21.43,1,1,73.33,0.303,90.74,1.237,France,F:FR,100.0,A
1,0,1,0,1,1,0,1,1,1,1,0,997.0,0,1,0,1,1,38.37,0,0,1,0,0,40.0,15.0,35.29,1,1,0,1,1,1,27.27,1,1,58.82,28.87,13.06,4.231,France,F:GARA,100.0,A
1,0,1,0,1,1,1,0,1,1,1,0,3467.0,1,1,1,1,1,88.2,0,0,1,0,1,40.0,15.0,29.41,1,1,1,1,0,1,45.45,1,1,58.82,8.118,3.382,0.489,France,F:GET,100.0,A
1,0,0,0,0,1,1,0,1,0,1,0,473.0,1,1,1,1,1,92.11,1,0,1,0,1,50.0,10.0,50.0,1,1,0,1,1,1,40.0,1,0,64.29,19.326,9.03,6.348,France,F:GFC,100.0,A
0,0,1,0,0,1,0,0,1,0,0,0,512.0,0,1,0,1,1,63.14,0,0,1,0,0,44.44,9.0,16.67,1,1,0,1,1,1,22.22,1,1,66.67,6.868,11.614,8.63,France,F:GTT,72.73,C
1,0,0,1,0,1,0,0,1,1,1,0,5325.0,1,1,1,1,1,70.55,0,0,1,0,1,53.85,13.0,50.0,1,1,1,1,0,1,25.0,1,0,28.57,2.505,39.97,9.182,France,F:IPN,100.0,B
1,0,0,0,0,1,0,0,1,1,1,1,19757.0,0,1,1,1,1,31.51,0,0,1,0,1,50.0,12.0,53.85,1,1,1,1,0,1,30.0,1,1,46.15,1.025,54.868,5.094,France,F:IPS,100.0,B
1,0,1,0,0,1,1,0,1,1,1,0,48964.0,1,1,1,1,1,97.77,1,0,1,0,1,50.0,12.0,35.71,1,1,1,1,1,1,41.67,1,1,50.0,2.425,159.923,14.33,France,F:KER,81.82,A
1,0,0,0,0,1,1,0,1,1,1,0,3520.0,0,1,1,1,1,92.88,1,0,1,0,1,46.67,15.0,25.0,1,1,1,1,1,1,39.13,1,1,43.75,2.137,13.739,2.257,France,F:LFDJ,100.0,B
0,0,1,0,1,1,0,1,1,1,1,0,1061.0,1,1,1,1,1,80.88,0,0,1,0,0,44.44,9.0,22.22,1,1,1,1,1,1,26.67,1,0,55.56,14.156,4.945,2.504,France,F:LI,100.0,B
1,0,1,1,0,1,1,0,1,1,1,1,38207.0,1,1,0,1,1,89.56,0,0,1,0,1,42.86,14.0,43.75,1,1,0,1,1,1,33.33,1,1,75.0,3.251,31.755,4.741,France,F:LRRS,100.0,A
1,0,0,1,1,1,1,1,1,1,1,1,192287.0,1,1,1,1,1,93.54,1,0,1,0,1,43.75,16.0,47.06,1,1,1,1,1,1,11.76,1,1,58.82,3.976,172.286,30.039,France,F:LVMH,24.0,A
1,0,1,1,0,1,1,0,1,1,1,0,91287.0,1,1,1,1,1,98.18,0,0,1,0,0,38.46,13.0,38.46,1,1,1,0,0,1,0.0,1,1,30.77,1.563,4.755,0.14,France,F:MATI,47.3,B
1,1,0,1,1,1,1,0,1,1,1,1,132500.0,1,1,1,1,1,95.28,1,0,1,0,0,45.45,11.0,27.27,1,1,1,1,1,1,36.36,1,0,72.73,1.04,39.686,3.419,France,F:MCL,50.82,A
1,0,1,1,0,1,1,0,1,1,1,0,96757.0,1,1,1,1,1,92.16,0,0,1,0,0,50.0,12.0,30.77,1,1,1,1,1,1,21.05,1,0,38.46,1.191,163.966,7.915,France,F:MF@F,100.0,A
0,0,1,0,0,1,1,0,1,1,1,0,94705.0,0,1,0,1,1,76.25,0,0,1,0,1,52.94,17.0,57.89,1,1,0,0,1,1,13.33,1,1,68.42,1.302,38.131,3.503,France,F:MIDI,42.71,A
0,0,1,0,0,1,0,0,0,1,1,0,439.0,0,1,1,1,1,45.23,0,0,1,0,1,42.86,7.0,71.43,1,1,0,1,1,1,20.0,1,1,42.86,11.669,3.938,0.603,France,F:NEOP,100.0,C
1,0,1,0,1,1,0,1,1,1,1,1,28367.0,1,1,1,1,1,72.09,0,0,1,0,1,50.0,14.0,20.0,1,1,0,0,1,1,25.0,1,0,53.33,0.658,178.665,7.288,France,F:NXS,70.78,A
1,0,0,0,1,1,1,1,1,1,1,0,94605.0,1,1,1,1,1,92.61,1,0,1,0,1,43.75,16.0,37.5,1,1,0,1,1,1,31.58,1,1,43.75,4.707,76.918,12.707,France,F:OR@F,32.14,A
1,0,1,0,1,1,1,0,1,1,1,0,127109.0,1,1,1,1,1,98.17,1,0,0,0,0,40.0,15.0,16.67,1,1,0,1,1,1,42.86,1,1,50.0,1.832,16.592,1.023,France,F:ORA,100.0,A
1,0,1,0,0,1,1,0,1,1,1,1,103295.0,0,1,1,1,1,84.64,0,0,1,0,1,46.15,13.0,14.29,1,1,1,0,1,1,39.13,1,0,57.14,1.786,59.041,7.301,France,F:PUB,78.38,A
1,1,1,1,1,1,1,1,1,1,1,1,168044.0,1,1,1,1,1,87.94,0,0,1,0,1,50.0,16.0,50.0,1,1,1,0,1,1,38.89,1,1,68.75,3.623,64.128,8.325,France,F:QT@F,100.0,A
1,0,1,0,0,1,1,0,1,1,1,0,20617.0,1,1,1,1,1,59.01,0,0,1,0,1,53.33,16.0,25.0,1,1,1,0,0,1,26.67,1,1,43.75,2.43,45.915,7.917,France,F:RCD,19.44,B
