Environment Management Training,Emissions Trading,e-Waste Reduction Initiatives,VOC Emissions Reduction Initiatives,Value - Emission Reduction/Environmental Expenditures,Emission Reduction Objectives/Targets Emissions Reduction,Environmental Partnerships,Environmental Investments Initiatives,Resource Efficiency Processes/Policy Energy Efficiency,Renewable Energy Use,Biodiversity Impact Reduction,Employee Resource Groups,EMPLOYEES NUMBER,Product Responsibility Processes/Policy Customer Health & Safety,Value - Human Rights/Policy,Human Rights Suppliers,Human Rights Processes/Policy Child Labor,Human Rights Processes/Policy Forced Labor,Product Responsibility Score,Product Responsibility Monitoring,Product Recall,Balanced Board Structure Policy Elements/Policy Board Independence,Value - Board Structure/Background and Skills,Value - Board Functions/Policy,Value - Board Structure/Board Diversity,Board Size,Value - Board Structure/Specific Skills,Balanced Board Structure Policy Elements/Policy Board Size,Value - Board Functions/Audit Committee Expertise,Different Share classes different rights,Limited Shareholder Rights to Call Meetings,Value - Shareholder Rights/Policy,Community Reputation Code of Conduct/Policy Bribery and Corruption,Executive Members Gender Diversity,CSR Sustainability Reporting,CEO Board Member,Value - Board Structure/Independent Board Members,CURRENT EV / 12M FWD SALES,SALES PER SHARE,FY1 EPS MEAN EST,Market,Type,ESG Controversies Score,ESG_Rating
1,0,0,0,0,1,1,0,1,1,1,1,23532.0,1,1,1,1,1,63.51,0,0,1,0,0,20.0,10.0,60.0,1,1,1,1,1,1,3.57,1,1,30.0,0.962,5151.206,294.49,Japan,J:SBFL,83.33,A
1,0,1,1,1,1,1,1,1,0,1,0,32161.0,1,1,1,1,1,97.26,1,0,0,0,0,8.33,12.0,61.54,1,0,1,1,1,1,2.7,1,1,38.46,0.785,1496.248,15.261,Japan,J:SC@N,69.49,A
1,0,0,0,1,1,1,1,1,1,1,0,29932.0,1,1,1,1,1,99.09,0,0,1,0,0,30.0,10.0,54.55,1,0,1,1,0,1,5.41,1,1,45.45,0.737,4750.018,325.672,Japan,J:SE@N,68.18,B
1,0,0,0,0,1,1,0,1,1,1,0,20913.0,1,1,1,1,1,80.93,1,0,1,0,0,18.18,11.0,69.23,1,0,1,1,1,1,0.0,1,1,30.77,2.747,1586.398,375.233,Japan,J:SEBU,100.0,B
0,0,0,0,0,1,0,0,0,0,0,0,6138.0,0,1,0,1,1,26.98,0,0,1,0,0,12.5,8.0,66.67,1,0,1,1,1,1,11.76,1,1,33.33,7.763,2635.334,339.55,Japan,J:SECR,100.0,C
1,0,0,1,0,1,1,0,1,1,1,0,74464.0,1,1,1,1,1,97.17,1,0,1,0,0,20.0,10.0,60.0,1,1,1,1,0,1,4.0,1,1,50.0,0.655,3962.731,162.019,Japan,J:SEEP,100.0,A
1,0,0,0,0,1,1,0,1,1,1,0,8623.0,1,1,1,1,1,90.63,1,0,0,0,0,37.5,8.0,50.0,1,0,1,1,1,1,8.33,1,1,50.0,1.322,2133.841,210.019,Japan,J:SESA,100.0,B
1,0,1,0,1,1,1,1,1,1,1,0,77902.0,1,1,1,1,1,87.89,0,0,1,0,0,21.43,14.0,47.37,1,0,1,1,1,1,5.88,1,1,57.89,0.678,4334.67,112.525,Japan,J:SEVI,40.0,A
1,0,0,0,0,1,0,0,0,1,0,0,19097.0,0,0,0,0,0,42.71,0,0,0,0,0,13.33,15.0,43.75,1,0,1,1,1,0,12.5,1,1,43.75,1.302,2576.572,347.718,Japan,J:SFBI,100.0,C
1,0,0,0,1,1,1,0,1,1,1,0,24815.0,0,1,1,1,1,80.94,0,0,0,0,0,22.22,9.0,70.0,1,0,1,1,1,1,8.7,1,1,30.0,0.726,8549.768,565.204,Japan,J:SFOR,100.0,B
1,0,1,0,0,1,1,0,1,1,0,0,65352.0,0,1,1,1,1,35.28,0,0,1,0,0,11.11,9.0,50.0,1,0,1,1,1,1,12.5,1,1,50.0,3.61,4612.079,166.353,Japan,J:SFTB,79.81,B
1,0,1,0,1,1,1,0,1,1,1,0,52309.0,0,1,1,1,1,58.96,0,0,0,0,0,11.11,9.0,55.56,1,0,1,1,1,1,0.0,1,1,33.33,0.679,2100.994,109.812,Japan,J:SGHS,100.0,B
1,0,0,0,1,1,1,0,0,0,1,0,30540.0,1,1,1,1,1,93.68,1,0,0,0,0,30.0,10.0,50.0,1,0,1,1,1,1,20.0,1,1,50.0,1.395,2434.933,52.977,Japan,J:SHDO,100.0,A
0,0,0,0,0,1,0,0,1,0,0,0,3157.0,0,1,1,1,1,24.49,0,0,0,0,0,12.5,8.0,62.5,1,0,0,1,1,1,0.0,1,1,37.5,0.472,8659.523,558.131,Japan,J:SHIM,100.0,C
1,0,0,0,0,0,0,0,1,1,0,0,9703.0,1,1,0,1,1,33.33,0,1,1,0,0,11.11,9.0,55.56,1,0,1,1,1,1,0.0,1,1,44.44,3.686,5250.511,860.353,Japan,J:SHMO,52.63,C
1,0,0,0,0,1,0,0,1,1,0,0,13086.0,0,0,0,0,0,41.43,0,0,1,0,0,9.09,11.0,54.55,1,0,1,1,1,1,9.09,1,1,45.45,0.0747,29434.15,371.973,Japan,J:SKEN,100.0,C
0,0,0,0,0,1,1,0,1,0,1,0,8018.0,0,1,1,0,0,13.47,0,0,1,0,0,14.29,14.0,68.75,1,0,1,1,1,0,4.76,1,1,31.25,1.271,3828.648,183.072,Japan,J:SKUE,100.0,C
1,0,0,1,1,1,1,1,1,1,1,0,73164.0,1,1,1,1,1,91.56,1,0,1,0,0,20.0,10.0,53.85,1,1,1,1,1,1,0.0,1,1,46.15,2.791,868.181,143.377,Japan,J:SM@N,100.0,A
1,0,0,0,0,1,0,0,1,1,0,0,23127.0,0,1,1,1,1,32.04,0,0,0,0,0,8.33,12.0,66.67,1,0,1,1,0,0,0.0,1,1,33.33,4.121,12054.358,2998.62,Japan,J:SMCC,100.0,C
1,0,1,0,1,1,1,1,1,1,0,1,130020.0,0,1,1,1,1,26.98,0,0,1,0,0,13.33,15.0,72.22,1,1,1,0,1,0,11.11,1,1,38.89,-1.272,6826.465,842.905,Japan,J:SMFI,15.69,B
1,0,0,0,0,1,1,0,1,1,1,0,22911.0,0,1,1,1,1,26.98,0,0,1,0,0,13.33,15.0,61.9,1,1,1,1,0,1,6.52,1,1,47.62,0.292,2952.537,342.402,Japan,J:SMTH,100.0,B
0,0,0,0,0,0,0,0,0,0,0,0,12100.0,1,1,1,1,1,91.52,1,0,0,0,0,33.33,9.0,55.56,1,0,1,1,1,1,0.0,1,1,44.44,3.009,351.835,69.254,Japan,J:SNET,100.0,C
1,0,1,1,1,1,1,0,1,1,1,1,113000.0,1,1,1,1,1,79.25,0,0,1,0,0,40.0,10.0,40.0,1,1,1,0,1,1,11.54,1,1,70.0,1.423,10575.312,838.985,Japan,J:SO@N,12.07,A
1,0,1,0,0,1,1,0,1,1,1,1,55400.0,1,1,1,1,1,88.48,1,0,1,0,0,23.08,13.0,61.54,1,0,1,1,1,1,0.0,1,1,46.15,2.345,1286.694,108.57,Japan,J:SOF1,75.44,A
1,0,0,0,1,1,0,1,1,1,1,0,5553.0,0,1,1,1,1,61.19,0,0,0,0,0,12.5,8.0,75.0,1,1,1,1,1,1,9.09,1,1,37.5,2.717,1554.034,234.329,Japan,J:SOIO,100.0,C
0,0,1,0,0,1,1,0,1,0,1,0,64982.0,1,1,1,1,1,94.52,0,0,0,0,0,8.33,12.0,66.67,1,0,1,1,0,0,0.0,1,1,33.33,0.83,1036.797,56.043,Japan,J:SOSE,100.0,B
1,0,0,0,1,1,1,1,1,1,1,0,5489.0,0,1,1,1,1,91.56,1,0,1,0,0,40.0,5.0,40.0,1,0,1,1,1,1,6.25,1,1,60.0,3.233,1499.705,569.779,Japan,J:SQ@N,100.0,A
0,0,0,0,0,0,0,0,1,0,0,0,1300.0,0,1,0,1,1,24.8,0,0,0,0,0,11.11,9.0,58.33,0,0,0,1,0,0,17.39,0,1,41.67,7.108,415.505,118.937,Japan,J:SRIO,100.0,D
0,0,0,0,0,1,1,0,1,0,0,0,2587.0,0,0,0,0,0,26.21,0,0,0,0,0,12.5,16.0,50.0,1,0,1,1,1,1,0.0,1,1,45.0,-1.387,2032.85,448.15,Japan,J:SSBK,100.0,C
1,0,0,0,0,1,1,0,1,1,0,0,16778.0,1,1,0,0,0,58.56,0,0,1,0,0,10.0,10.0,75.0,0,0,1,1,0,1,0.0,1,1,33.33,0.666,2895.438,219.624,Japan,J:STAN,100.0,D
0,0,0,0,0,1,0,0,1,1,1,0,1693.0,0,1,1,1,1,17.93,0,0,1,0,0,0.0,8.0,37.5,0,0,1,1,1,1,12.5,1,1,37.5,6.201,658.444,153.938,Japan,J:STRT,100.0,B
1,0,0,0,1,1,1,1,1,1,1,0,293266.0,1,1,1,1,1,87.4,1,0,0,0,0,6.67,15.0,66.67,0,0,1,1,1,1,2.38,1,1,33.33,0.546,5645.576,201.575,Japan,J:SUEL,86.07,B
1,0,1,0,0,1,0,0,1,1,0,1,16296.0,0,1,1,1,1,32.4,0,0,0,0,1,16.67,12.0,41.18,0,1,0,1,1,1,5.26,1,1,41.18,1.623,1537.351,142.715,Japan,J:SUPU,100.0,A
1,0,0,1,0,1,1,0,1,1,1,0,39975.0,1,1,1,1,1,62.6,0,0,0,0,0,9.09,11.0,73.33,1,0,1,1,0,1,0.0,1,1,26.67,0.462,4476.541,166.938,Japan,J:SURI,100.0,B
1,0,0,0,1,1,1,1,1,1,1,1,23840.0,1,1,1,1,1,74.81,0,0,1,0,0,9.09,11.0,69.23,1,0,1,1,1,1,4.55,1,1,30.77,1.052,7115.721,182.501,Japan,J:SW@N,100.0,A
1,1,0,0,1,1,1,1,1,1,1,0,20515.0,1,1,1,1,1,86.42,0,0,0,0,0,16.67,12.0,75.0,1,0,1,1,1,1,1.92,1,1,33.33,0.564,2754.51,58.474,Japan,J:SZ@N,100.0,A
1,1,0,0,1,1,1,1,1,1,1,1,49281.0,1,1,1,1,1,96.23,1,0,1,0,0,13.33,15.0,33.33,1,1,1,1,0,1,0.0,1,1,77.78,2.452,2725.406,71.869,Japan,J:TA@N,59.68,A
1,0,0,0,1,1,1,1,1,1,0,0,20408.0,0,1,1,1,1,97.68,1,0,0,0,0,7.69,13.0,42.86,1,0,1,1,1,1,0.0,1,1,35.71,-0.243,5391.195,210.979,Japan,J:TADH,100.0,B
1,0,0,0,0,1,1,0,1,1,1,0,16285.0,1,1,1,1,1,96.09,0,0,1,0,0,8.33,12.0,71.43,1,0,1,1,1,1,3.03,1,1,28.57,0.607,9455.454,423.712,Japan,J:TC@N,64.29,B
1,0,1,1,1,1,1,1,1,1,1,0,101453.0,1,1,1,1,1,99.92,1,0,1,0,0,14.29,7.0,50.0,1,0,1,1,0,1,0.0,1,1,40.0,1.555,5546.208,460.997,Japan,J:TD@N,100.0,B
1,1,0,0,0,1,1,0,1,1,1,0,38183.0,0,1,1,1,1,64.08,1,0,0,0,0,16.67,12.0,58.33,1,1,1,1,1,0,5.56,1,1,50.0,0.992,4318.242,158.737,Japan,J:TE@N,20.0,B
1,0,0,1,0,1,1,0,1,1,1,0,30591.0,1,1,1,1,1,72.06,0,0,1,0,1,9.09,11.0,61.54,1,1,1,1,0,1,6.45,1,1,46.15,3.818,619.597,87.308,Japan,J:TERU,100.0,A
1,0,0,1,0,1,1,1,1,1,1,0,21170.0,1,1,1,1,1,85.98,0,0,1,0,0,15.38,13.0,68.75,1,0,1,1,1,1,6.25,1,1,37.5,1.749,1551.336,104.069,Japan,J:TFUD,100.0,A
1,1,0,0,0,1,0,0,1,1,1,0,7992.0,1,1,0,0,0,91.45,0,0,1,0,0,0.0,9.0,66.67,0,0,1,1,0,0,0.0,1,1,33.33,1.561,2402.264,209.012,Japan,J:TG@N,100.0,C
1,0,0,0,0,1,0,0,1,1,0,0,13360.0,1,1,1,1,1,86.95,0,0,1,0,0,8.33,12.0,75.0,1,1,1,1,1,1,0.0,1,1,41.67,0.77,2873.798,154.27,Japan,J:THAK,100.0,B
1,0,0,0,0,1,1,0,1,1,1,0,6042.0,0,1,0,1,1,10.0,0,0,0,0,0,11.11,9.0,66.67,1,0,1,1,1,0,0.0,1,1,33.33,0.869,6020.712,219.735,Japan,J:THGA,100.0,C
1,0,1,0,0,1,0,0,1,1,0,0,21972.0,0,1,1,1,1,77.93,0,0,1,0,0,11.11,9.0,66.67,1,0,1,1,1,1,7.69,1,1,33.33,1.398,2283.447,195.097,Japan,J:TINF,100.0,B
0,0,0,0,1,1,0,1,1,1,1,0,21834.0,1,1,1,1,1,88.1,1,0,1,0,0,11.11,9.0,63.64,1,0,1,1,1,1,0.0,1,1,36.36,0.608,5366.142,60.688,Japan,J:TJ@N,100.0,B
1,0,0,0,0,1,0,0,0,0,0,0,6733.0,0,0,0,0,0,0.0,0,0,0,0,0,25.0,12.0,57.14,1,0,1,1,1,0,15.0,1,1,35.71,1.208,1477.619,123.288,Japan,J:TKOS,100.0,D
0,0,0,0,0,1,0,0,1,0,0,0,65730.0,0,1,0,0,1,25.74,0,0,1,0,1,11.11,9.0,50.0,1,1,1,1,1,1,0.0,1,1,60.0,0.432,585.263,15.751,Japan,J:TMHD,100.0,C
1,0,0,0,0,1,1,0,1,1,0,0,19533.0,1,1,0,1,1,87.91,1,0,1,0,0,22.22,9.0,63.64,1,0,1,1,0,1,0.0,1,1,45.45,2.195,2899.514,260.389,Japan,J:TNSC,100.0,B
1,0,0,0,0,1,0,0,1,1,1,0,10042.0,1,1,1,1,1,96.33,1,0,0,0,0,8.33,12.0,53.85,1,0,1,1,1,1,11.11,1,1,38.46,3.189,737.016,92.221,Japan,J:TOAF,100.0,B
0,0,0,0,0,1,0,0,1,1,0,0,3617.0,0,1,0,1,1,31.51,0,0,0,0,0,11.11,9.0,68.75,1,0,1,1,0,1,0.0,1,1,18.75,3.524,1623.798,242.082,Japan,J:TOHO,100.0,C
0,0,0,0,0,1,0,0,1,1,1,0,4738.0,1,1,1,0,0,53.36,0,0,1,0,0,20.0,15.0,75.0,1,0,1,1,1,1,11.11,1,1,31.25,1.488,4788.282,604.12,Japan,J:TOSU,100.0,C
1,0,0,0,1,1,0,1,1,1,0,0,33386.0,1,1,1,1,1,72.81,0,0,0,0,0,0.0,12.0,76.92,1,0,1,1,1,1,2.56,1,1,23.08,1.107,4140.508,224.238,Japan,J:TOTO,100.0,B
0,0,0,0,0,1,0,0,1,1,0,0,19673.0,0,1,1,1,1,64.63,0,0,0,0,0,9.09,11.0,63.64,1,0,1,1,0,1,0.0,1,1,45.45,0.552,5360.031,7.309,Japan,J:TOYS,100.0,C
1,0,0,1,1,1,1,1,1,1,1,0,48140.0,1,1,1,1,1,92.11,1,0,1,0,0,0.0,14.0,66.67,1,0,1,1,1,1,0.0,1,1,26.67,0.756,1538.892,53.661,Japan,J:TRAY,100.0,B
1,0,0,0,1,1,1,1,1,1,1,0,14394.0,0,1,0,1,1,44.49,0,0,0,0,0,12.5,8.0,80.0,0,0,1,1,0,1,0.0,1,1,40.0,0.63,3158.943,200.211,Japan,J:TSHC,100.0,C
0,0,0,0,0,1,0,0,1,1,1,0,4138.0,0,1,1,0,0,46.97,0,0,1,0,0,11.11,9.0,44.44,0,1,0,1,1,1,0.0,1,1,55.56,1.707,1984.738,393.992,Japan,J:TSUM,100.0,B
1,0,0,1,1,1,1,0,1,1,1,0,77824.0,1,1,1,1,1,83.41,0,0,0,0,0,0.0,6.0,55.56,1,0,1,1,1,1,0.0,1,1,44.44,1.1,12346.135,914.678,Japan,J:TYAL,74.69,B
1,0,1,1,0,1,1,0,1,1,1,0,380793.0,1,1,1,1,1,79.66,1,1,1,0,0,11.11,9.0,70.0,1,0,1,0,1,1,5.88,1,1,30.0,1.307,3337.218,327.364,Japan,J:TYMO,2.24,B
0,0,0,1,0,1,1,0,1,1,1,0,10395.0,1,1,1,1,1,76.57,1,0,1,0,0,0.0,9.0,55.56,1,0,0,1,1,1,7.14,1,1,33.33,0.635,3590.595,411.715,Japan,J:TYTR,100.0,C
1,0,0,0,1,1,1,1,1,1,1,0,75235.0,1,1,1,1,1,85.0,0,0,1,0,0,25.0,8.0,44.44,1,0,0,1,1,1,5.56,1,1,44.44,0.364,9652.138,340.192,Japan,J:TYTS,100.0,B
1,0,1,1,0,1,1,0,1,1,1,0,15504.0,1,1,1,1,1,71.82,1,0,1,0,0,20.0,10.0,27.27,1,1,1,1,1,1,7.14,1,1,63.64,0.894,6458.111,251.936,Japan,J:TZ@N,100.0,B
1,0,0,0,1,1,1,1,1,1,1,0,26004.0,1,1,0,1,1,84.84,0,0,0,0,0,0.0,11.0,80.95,1,0,0,1,1,0,0.0,1,1,23.81,3.743,1204.406,291.951,Japan,J:UC@N,70.0,B
1,0,0,0,0,1,0,0,1,1,1,0,4290.0,0,1,1,1,1,26.21,0,0,1,0,0,33.33,6.0,50.0,1,0,1,1,1,0,20.0,1,1,50.0,3.94,1246.325,142.157,Japan,J:UI@N,100.0,B
1,0,0,0,0,1,1,0,1,1,1,0,79692.0,1,1,1,1,1,67.5,0,0,0,0,0,18.18,11.0,57.14,1,0,1,1,1,1,2.38,1,1,42.86,0.947,5652.755,441.31,Japan,J:UJ@N,50.0,B
0,0,0,0,0,1,1,0,1,1,1,0,24234.0,0,1,1,1,1,46.33,0,0,1,0,0,18.75,16.0,60.0,1,1,1,1,1,1,0.0,1,1,40.0,1.194,5634.741,259.114,Japan,J:UL@N,100.0,B
1,0,1,1,1,1,1,1,1,1,1,0,149134.0,1,1,1,1,1,79.41,1,0,0,0,0,8.33,12.0,50.0,0,1,1,1,1,1,0.0,1,1,58.33,0.832,2504.65,147.504,Japan,J:UM@N,100.0,A
1,0,0,1,1,1,0,0,1,1,0,0,9847.0,1,1,1,1,1,91.4,0,0,0,0,0,9.09,11.0,57.14,1,1,1,1,1,1,0.0,1,1,42.86,1.433,1217.407,75.365,Japan,J:UMCO,100.0,B
1,0,0,0,0,1,1,0,1,1,1,0,16223.0,1,1,1,1,1,84.83,1,0,1,0,0,14.29,7.0,75.0,1,1,1,1,1,1,3.33,1,1,25.0,2.862,1591.467,161.176,Japan,J:UNRM,100.0,B
0,0,1,0,0,1,0,0,1,1,0,0,1130.0,0,1,0,1,1,32.4,0,0,0,0,0,28.57,7.0,55.56,1,0,1,1,0,0,0.0,1,1,55.56,5.754,202.537,75.867,Japan,J:USSC,100.0,C
0,0,0,0,0,1,0,0,1,1,1,0,15688.0,1,1,1,1,1,93.22,1,0,0,0,0,33.33,11.0,50.22312680949624,1,0,0,1,1,1,20.0,1,1,72.73,14.088,16268.459,7503.023,Japan,J:UUIC,100.0,C
1,0,0,0,0,1,1,0,1,1,1,0,21092.0,0,1,0,1,1,14.11,0,0,0,0,0,15.38,13.0,78.95,1,1,1,1,0,0,0.0,1,1,31.58,1.945,4524.656,173.645,Japan,J:UY@N,28.21,C
0,0,0,0,0,1,0,0,1,1,0,0,11661.0,1,0,0,0,0,38.66,0,0,1,0,0,10.0,10.0,61.54,1,0,1,1,1,0,6.25,1,1,38.46,2.773,1132.488,109.733,Japan,J:VF@N,100.0,D
0,0,0,0,0,0,1,0,0,1,0,0,6787.0,0,0,0,0,0,31.51,0,0,0,0,0,0.0,15.0,64.71,0,0,1,1,0,0,0.0,0,1,29.41,0.873,2585.64,149.339,Japan,J:VISI,35.14,D
1,0,0,1,0,1,1,0,1,1,1,0,44366.0,1,1,1,1,1,62.62,0,0,0,0,0,7.69,13.0,68.75,1,0,0,1,1,0,0.0,1,1,31.25,1.566,3354.547,211.595,Japan,J:WJR,100.0,B
1,0,0,1,1,1,1,0,1,1,1,0,17365.0,1,1,1,1,1,87.94,0,0,1,0,0,11.11,9.0,66.67,1,0,1,1,0,0,9.52,1,1,55.56,1.531,2056.257,205.428,Japan,J:XE@N,100.0,A
1,0,0,0,0,1,0,0,1,1,0,0,30672.0,0,1,0,0,0,58.96,0,0,0,0,0,11.11,9.0,75.0,1,0,1,1,1,0,0.0,1,1,33.33,0.521,9907.27,481.86,Japan,J:XI@N,100.0,C
1,0,0,0,1,1,1,1,1,1,1,0,3744.0,1,1,1,1,1,67.14,0,0,1,0,0,28.57,7.0,50.0,1,0,1,1,0,1,18.18,1,1,62.5,2.046,823.041,101.077,Japan,J:XY@N,100.0,B
1,0,1,0,0,1,1,0,1,1,0,0,25526.0,0,1,1,1,1,24.49,0,0,0,0,0,18.18,11.0,58.33,1,0,1,1,1,0,16.67,1,1,25.0,0.41,2302.312,41.931,Japan,J:YAEL,100.0,B
1,0,0,0,1,1,1,1,1,1,1,0,29627.0,1,1,1,1,1,90.83,1,0,0,0,0,15.38,13.0,66.67,0,0,0,1,1,1,0.0,1,1,38.89,1.904,1622.664,173.98,Japan,J:YAHO,100.0,B
1,0,1,0,1,1,1,1,1,1,1,0,13010.0,1,1,1,1,1,70.95,0,0,1,0,0,15.38,13.0,66.67,1,1,1,1,1,1,4.0,1,1,40.0,2.071,2201.835,187.446,Japan,J:YE@N,100.0,B
1,0,1,0,0,1,1,1,1,1,1,0,28196.0,0,1,1,1,1,33.82,1,0,0,0,1,10.0,10.0,60.0,1,0,1,1,1,1,0.0,1,1,40.0,1.833,241.994,18.015,Japan,J:YHOO,100.0,B
0,0,0,0,1,1,1,1,1,0,0,0,28854.0,0,1,0,1,1,58.96,0,0,0,0,0,12.5,8.0,62.5,1,0,1,1,1,1,0.0,1,1,37.5,0.584,3695.932,113.837,Japan,J:YK@N,100.0,C
1,0,0,1,0,1,1,0,1,1,1,0,53701.0,1,1,1,1,1,82.48,1,0,1,0,0,20.0,10.0,66.67,1,0,1,1,1,1,0.0,1,1,41.67,0.699,2406.673,183.478,Japan,J:YM@N,51.64,B
0,0,0,0,1,0,1,1,0,0,0,0,3761.0,0,1,0,0,1,26.98,0,0,0,0,0,25.0,12.0,26.67,1,0,1,1,1,1,7.69,1,1,53.33,1.633,826.849,163.35,Japan,J:YMCB,100.0,B
0,0,0,0,0,1,1,0,1,1,1,0,10074.0,1,1,1,1,1,64.36,0,0,1,0,0,11.11,9.0,70.0,1,0,1,1,0,0,15.38,1,1,30.0,2.43,2201.671,135.741,Japan,J:YOHN,100.0,B
1,0,0,1,1,1,1,1,1,1,1,0,33617.0,1,1,1,1,1,73.63,1,0,1,0,0,0.0,11.0,66.67,0,0,1,1,0,1,0.0,1,1,41.67,0.815,6145.269,496.224,Japan,J:YORU,100.0,B
1,0,0,1,1,1,1,1,1,0,1,0,14754.0,1,1,1,1,1,96.84,1,0,1,0,0,9.09,11.0,41.67,1,1,1,1,1,1,0.0,1,1,66.67,2.196,894.269,31.909,Japan,J:YP@N,100.0,A
1,0,0,0,0,0,0,0,1,0,0,0,4001.0,0,0,0,0,0,0.0,0,0,0,0,0,11.11,9.0,83.33,0,1,0,1,1,0,0.0,0,1,25.0,7.143,610.225,114.179,Japan,J:ZB@N,100.0,D
1,1,0,0,0,1,1,0,1,1,1,0,80037.0,1,1,1,1,1,85.0,0,0,0,0,1,16.67,12.0,56.25,0,1,1,1,1,1,0.0,1,1,37.5,0.896,4670.475,253.02,Japan,J:ZJ@N,30.0,A
1,0,0,1,1,1,0,0,1,1,1,0,115140.0,1,1,1,1,1,74.9,1,0,1,0,0,11.11,9.0,72.73,1,0,1,1,1,1,0.0,1,1,36.36,0.351,18215.066,533.88,Japan,J:ZQ@N,100.0,B
1,0,0,0,1,1,1,0,1,1,1,0,14219.0,1,1,1,1,1,94.74,1,0,0,0,0,25.0,8.0,60.0,1,0,0,1,1,1,4.35,1,1,40.0,2.255,1736.951,197.7,Japan,J:ZU@N,100.0,B
1,0,0,0,0,1,0,0,1,1,0,0,9467.0,0,1,1,1,1,17.02,0,0,1,0,0,22.22,9.0,50.0,1,1,1,1,1,1,7.14,1,1,50.0,1.64,1407.084,156.672,Japan,J:ZW@N,100.0,C
1,0,0,0,0,1,0,0,1,1,1,0,53499.0,0,1,1,1,1,24.49,0,0,0,0,0,50.0,8.0,55.56,1,1,0,1,1,1,33.33,1,1,11.11,0.732,2.044,12.888,United Kingdom,JD.,23.64,C
1,0,0,0,0,1,0,0,1,1,0,1,11685.0,1,1,1,1,1,65.05,0,0,0,0,0,44.44,9.0,40.0,1,1,0,0,1,1,36.36,1,1,80.0,1.014,70.03,155.261,United Kingdom,JMAT,100.0,B
1,1,0,1,1,1,1,1,1,1,0,0,29922.0,1,1,1,1,1,97.67,1,0,1,0,0,16.67,6.0,57.14,1,1,0,1,1,1,25.0,1,1,57.14,1.322,19.156,1.369,Hong Kong,K:AACA,60.53,A
1,0,0,0,1,1,1,1,1,0,0,1,25927.0,0,1,1,1,1,32.9,0,0,1,0,0,23.08,13.0,42.86,1,1,0,0,1,1,23.08,1,1,92.86,4.271,14.32,0.539,Hong Kong,K:AGP,100.0,B
1,0,0,1,0,0,0,0,1,0,0,0,2778.0,1,1,0,1,1,92.66,1,0,1,0,0,11.11,9.0,55.56,1,1,0,1,1,1,33.33,1,1,33.33,10.104,5.971,-0.485,Hong Kong,K:AKES,100.0,B
1,0,1,0,0,1,1,0,1,1,1,0,4626.0,1,1,1,1,1,71.84,0,0,0,0,0,11.11,9.0,70.0,1,1,0,0,1,1,22.73,1,1,60.0,7.024,2.295,0.763,Hong Kong,K:AMOY,100.0,B
1,0,0,0,0,1,0,0,1,1,0,0,10800.0,1,1,1,1,1,84.88,0,0,1,0,0,20.0,10.0,54.55,1,1,0,1,1,1,25.0,1,1,54.55,2.215,35.641,2.075,Hong Kong,K:ASMP,100.0,B
1,0,0,0,0,1,1,0,1,1,1,0,24973.0,1,1,1,1,1,86.94,1,0,1,0,0,42.86,7.0,57.14,1,1,0,1,1,1,11.11,1,1,42.86,1.66,4.065,0.07,Hong Kong,K:BBCA,100.0,B
1,0,0,0,0,0,0,0,1,0,0,0,10600.0,1,1,1,1,1,97.14,0,0,1,0,1,18.18,11.0,30.77,1,1,0,1,1,1,20.0,1,1,76.92,4.535,14.189,-0.501,China,K:BEGI,89.86,A
1,0,0,0,0,0,0,0,1,1,0,0,150300.0,0,1,1,1,1,62.01,0,0,0,0,0,0.0,7.0,85.71,1,1,0,1,1,1,20.0,1,1,42.86,0.335,63.738,1.991,Hong Kong,K:BYDE,100.0,C
1,0,1,1,0,1,1,0,1,1,1,1,300000.0,0,1,1,1,1,89.11,1,0,1,0,0,29.41,17.0,57.89,1,1,0,1,1,1,14.29,1,1,42.11,1.676,71.951,6.512,Hong Kong,K:CHGK,50.0,B
1,0,0,0,0,1,1,0,1,1,1,0,2407.0,1,1,1,1,1,92.68,1,0,1,0,0,25.0,16.0,75.0,1,1,0,1,1,1,12.5,1,1,37.5,26.165,2.377,3.309,Hong Kong,K:CKIH,100.0,C
1,0,1,0,0,1,0,0,1,1,1,1,57000.0,1,1,1,1,1,99.62,1,0,1,0,0,31.25,16.0,58.82,1,1,0,1,1,1,33.33,1,1,52.94,2.437,13.23,4.014,Hong Kong,K:CKPH,100.0,B
1,1,1,0,1,1,1,1,1,1,1,1,8041.0,1,1,1,1,1,96.94,1,0,1,0,0,33.33,15.0,37.5,1,1,0,0,1,1,15.79,1,1,56.25,2.778,34.503,4.848,Hong Kong,K:CLIG,76.36,A
0,0,0,0,0,0,1,0,1,1,0,0,2298.0,0,1,0,1,1,42.99,0,0,0,0,0,23.08,13.0,43.75,1,1,0,1,1,1,15.63,1,1,43.75,15.423,1.584,0.075,Hong Kong,K:ESRC,100.0,B
1,1,0,0,0,0,1,0,1,1,1,0,9835.0,1,1,1,1,1,99.37,1,0,1,0,1,11.76,17.0,76.47,1,1,0,0,1,1,18.52,1,1,35.29,8.693,5.695,2.241,Hong Kong,K:HELD,100.0,B
1,0,0,0,0,1,1,0,1,1,1,1,101000.0,1,1,1,1,1,95.09,1,1,1,0,1,11.11,9.0,70.0,1,1,0,1,1,1,23.08,1,1,40.0,0.457,16.013,0.095,Hong Kong,K:HHPL,46.48,A
